t,euler,rk2,rk4,
3.600000,2.537529,2.735077,2.732373,
3.640000,2.436028,2.627862,2.625235,
3.680000,2.338587,2.524850,2.522298,
3.720000,2.245043,2.425876,2.423397,
3.760000,2.155242,2.330781,2.328374,
3.800000,2.069032,2.239415,2.237078,
3.840000,1.986271,2.151630,2.149361,
3.880000,1.906820,2.067286,2.065083,
3.920000,1.830547,1.986248,1.984110,
3.960000,1.757325,1.908387,1.906312,
4.000000,1.687032,1.833578,1.831564,
4.040000,1.619551,1.761702,1.759748,
4.080000,1.554769,1.692643,1.690747,
4.120000,1.492578,1.626292,1.624452,
4.160000,1.432875,1.562541,1.560756,
4.200000,1.375560,1.501290,1.499558,
4.240000,1.320538,1.442439,1.440759,
4.280000,1.267716,1.385895,1.384266,
4.320000,1.217007,1.331568,1.329989,
4.360000,1.168327,1.279371,1.277839,
4.400000,1.121594,1.229219,1.227734,
4.440000,1.076730,1.181034,1.179594,
4.480000,1.033661,1.134738,1.133342,
4.520000,0.992315,1.090256,1.088903,
4.560000,0.952622,1.047518,1.046206,
4.600000,0.914517,1.006455,1.005184,
4.640000,0.877936,0.967002,0.965770,
4.680000,0.842819,0.929096,0.927902,
4.720000,0.809106,0.892675,0.891518,
4.760000,0.776742,0.857682,0.856561,
4.800000,0.745672,0.824061,0.822975,
4.840000,0.715845,0.791758,0.790706,
4.880000,0.687212,0.760721,0.759702,
4.920000,0.659723,0.730901,0.729913,
4.960000,0.633334,0.702249,0.701293,
5.000000,0.608001,0.674721,0.673795,
5.040000,0.583681,0.648272,0.647375,
5.080000,0.560334,0.622860,0.621991,
5.120000,0.537920,0.598444,0.597602,
5.160000,0.516403,0.574985,0.574170,
5.200000,0.495747,0.552445,0.551657,
5.240000,0.475917,0.530789,0.530026,
5.280000,0.456881,0.509983,0.509243,
5.320000,0.438605,0.489991,0.489275,
5.360000,0.421061,0.470784,0.470091,
5.400000,0.404219,0.452329,0.451658,
5.440000,0.388050,0.434598,0.433948,
5.480000,0.372528,0.417561,0.416933,
5.520000,0.357627,0.401193,0.400585,
5.560000,0.343322,0.385466,0.384878,
5.600000,0.329589,0.370356,0.369786,
5.640000,0.316405,0.355838,0.355287,
5.680000,0.303749,0.341889,0.341356,
5.720000,0.291599,0.328487,0.327971,
5.760000,0.279935,0.315610,0.315111,
5.800000,0.268738,0.303238,0.302756,
5.840000,0.257988,0.291351,0.290884,
5.880000,0.247669,0.279931,0.279479,
5.920000,0.237762,0.268957,0.268520,
5.960000,0.228252,0.258414,0.257991,
