t,euler,rk2,rk4,
2.060000,12.482047,12.747175,12.745398,
2.080000,12.232406,12.494780,12.493022,
2.100000,11.987758,12.247384,12.245643,
2.120000,11.748003,12.004886,12.003163,
2.140000,11.513043,11.767189,11.765485,
2.160000,11.282782,11.534199,11.532513,
2.180000,11.057126,11.305821,11.304154,
2.200000,10.835984,11.081966,11.080316,
2.220000,10.619264,10.862543,10.860911,
2.240000,10.406879,10.647465,10.645851,
2.260000,10.198741,10.436645,10.435049,
2.280000,9.994766,10.230000,10.228421,
2.300000,9.794871,10.027446,10.025885,
2.320000,9.598974,9.828902,9.827359,
2.340000,9.406994,9.634290,9.632764,
2.360000,9.218854,9.443531,9.442023,
2.380000,9.034477,9.256549,9.255058,
2.400000,8.853788,9.073269,9.071796,
2.420000,8.676712,8.893619,8.892162,
2.440000,8.503178,8.717525,8.716086,
2.460000,8.333114,8.544918,8.543496,
2.480000,8.166452,8.375729,8.374323,
2.500000,8.003123,8.209889,8.208500,
2.520000,7.843060,8.047333,8.045961,
2.540000,7.686199,7.887996,7.886640,
2.560000,7.532475,7.731814,7.730475,
2.580000,7.381826,7.578724,7.577401,
2.600000,7.234189,7.428665,7.427358,
2.620000,7.089505,7.281578,7.280287,
2.640000,6.947715,7.137402,7.136127,
2.660000,6.808761,6.996082,6.994823,
2.680000,6.672586,6.857559,6.856316,
2.700000,6.539134,6.721780,6.720552,
2.720000,6.408351,6.588689,6.587476,
2.740000,6.280184,6.458233,6.457035,
2.760000,6.154581,6.330360,6.329177,
2.780000,6.031489,6.205018,6.203851,
2.800000,5.910859,6.082159,6.081007,
2.820000,5.792642,5.961732,5.960595,
2.840000,5.676789,5.843690,5.842567,
2.860000,5.563254,5.727985,5.726876,
2.880000,5.451988,5.614571,5.613477,
2.900000,5.342949,5.503402,5.502322,
2.920000,5.236090,5.394435,5.393369,
2.940000,5.131368,5.287625,5.286573,
2.960000,5.028741,5.182930,5.181892,
2.980000,4.928166,5.080308,5.079284,
3.000000,4.829602,4.979718,4.978707,
3.020000,4.733010,4.881120,4.880122,
3.040000,4.638350,4.784473,4.783489,
3.060000,4.545583,4.689741,4.688770,
3.080000,4.454672,4.596884,4.595926,
3.100000,4.365578,4.505866,4.504921,
3.120000,4.278267,4.416650,4.415717,
3.140000,4.192701,4.329200,4.328280,
3.160000,4.108847,4.243482,4.242574,
3.180000,4.026670,4.159461,4.158566,
3.200000,3.946137,4.077104,4.076221,
3.220000,3.867214,3.996377,3.995506,
3.240000,3.789870,3.917249,3.916390,
3.260000,3.714072,3.839687,3.838840,
3.280000,3.639791,3.763661,3.762826,
3.300000,3.566995,3.689141,3.688317,
3.320000,3.495655,3.616096,3.615283,
3.340000,3.425742,3.544497,3.543696,
3.360000,3.357227,3.474316,3.473526,
3.380000,3.290083,3.405525,3.404746,
3.400000,3.224281,3.338095,3.337327,
3.420000,3.159796,3.272001,3.271244,
3.440000,3.096600,3.207215,3.206469,
3.460000,3.034668,3.143712,3.142976,
3.480000,2.973974,3.081467,3.080741,
3.500000,2.914495,3.020454,3.019739,
3.520000,2.856205,2.960649,2.959944,
3.540000,2.799081,2.902028,2.901333,
3.560000,2.743099,2.844568,2.843883,
3.580000,2.688237,2.788245,2.787570,
3.600000,2.634472,2.733038,2.732372,
3.620000,2.581783,2.678924,2.678268,
3.640000,2.530147,2.625881,2.625235,
3.660000,2.479544,2.573889,2.573251,
3.680000,2.429954,2.522926,2.522298,
3.700000,2.381354,2.472972,2.472353,
3.720000,2.333727,2.424007,2.423397,
3.740000,2.287053,2.376012,2.375411,
3.760000,2.241312,2.328967,2.328374,
3.780000,2.196486,2.282853,2.282269,
3.800000,2.152556,2.237653,2.237077,
3.820000,2.109505,2.193347,2.192780,
3.840000,2.067315,2.149919,2.149360,
3.860000,2.025968,2.107351,2.106800,
3.880000,1.985449,2.065625,2.065083,
3.900000,1.945740,2.024726,2.024191,
3.920000,1.906825,1.984636,1.984110,
3.940000,1.868689,1.945340,1.944822,
3.960000,1.831315,1.906823,1.906312,
3.980000,1.794689,1.869067,1.868564,
4.000000,1.758795,1.832060,1.831564,
4.020000,1.723619,1.795785,1.795297,
4.040000,1.689147,1.760229,1.759747,
4.060000,1.655364,1.725376,1.724902,
4.080000,1.622256,1.691214,1.690747,
4.100000,1.589811,1.657728,1.657268,
4.120000,1.558015,1.624905,1.624452,
4.140000,1.526855,1.592731,1.592285,
4.160000,1.496318,1.561195,1.560756,
4.180000,1.466391,1.530284,1.529851,
4.200000,1.437063,1.499984,1.499558,
4.220000,1.408322,1.470284,1.469865,
4.240000,1.380156,1.441173,1.440759,
4.260000,1.352553,1.412638,1.412230,
4.280000,1.325502,1.384667,1.384266,
4.300000,1.298992,1.357251,1.356856,
4.320000,1.273012,1.330377,1.329988,
4.340000,1.247551,1.304036,1.303653,
4.360000,1.222600,1.278216,1.277839,
4.380000,1.198148,1.252907,1.252536,
4.400000,1.174185,1.228100,1.227734,
4.420000,1.150702,1.203783,1.203423,
4.440000,1.127688,1.179948,1.179594,
4.460000,1.105134,1.156585,1.156236,
4.480000,1.083031,1.133685,1.133341,
4.500000,1.061371,1.111238,1.110900,
4.520000,1.040143,1.089236,1.088902,
4.540000,1.019340,1.067669,1.067341,
4.560000,0.998954,1.046529,1.046206,
4.580000,0.978974,1.025808,1.025490,
4.600000,0.959395,1.005497,1.005184,
4.620000,0.940207,0.985588,0.985280,
4.640000,0.921403,0.966073,0.965770,
4.660000,0.902975,0.946945,0.946646,
4.680000,0.884915,0.928195,0.927901,
4.700000,0.867217,0.909817,0.909528,
4.720000,0.849873,0.891803,0.891518,
4.740000,0.832875,0.874145,0.873865,
4.760000,0.816218,0.856837,0.856561,
4.780000,0.799893,0.839872,0.839600,
4.800000,0.783896,0.823242,0.822975,
4.820000,0.768218,0.806942,0.806679,
4.840000,0.752853,0.790965,0.790705,
4.860000,0.737796,0.775303,0.775048,
4.880000,0.723040,0.759952,0.759701,
4.900000,0.708580,0.744905,0.744658,
4.920000,0.694408,0.730156,0.729913,
4.940000,0.680520,0.715699,0.715460,
4.960000,0.666909,0.701528,0.701293,
4.980000,0.653571,0.687638,0.687406,
5.000000,0.640500,0.674023,0.673795,
5.020000,0.627690,0.660677,0.660453,
5.040000,0.615136,0.647596,0.647375,
5.060000,0.602833,0.634773,0.634556,
5.080000,0.590777,0.622205,0.621991,
5.100000,0.578961,0.609885,0.609675,
5.120000,0.567382,0.597809,0.597602,
5.140000,0.556034,0.585973,0.585769,
5.160000,0.544914,0.574371,0.574170,
5.180000,0.534015,0.562998,0.562801,
5.200000,0.523335,0.551851,0.551657,
5.220000,0.512868,0.540924,0.540733,
5.240000,0.502611,0.530214,0.530026,
5.260000,0.492559,0.519716,0.519531,
5.280000,0.482707,0.509425,0.509243,
5.300000,0.473053,0.499339,0.499159,
5.320000,0.463592,0.489452,0.489275,
5.340000,0.454320,0.479760,0.479587,
5.360000,0.445234,0.470261,0.470091,
5.380000,0.436329,0.460950,0.460782,
5.400000,0.427603,0.451823,0.451658,
5.420000,0.419051,0.442877,0.442715,
5.440000,0.410670,0.434108,0.433948,
5.460000,0.402456,0.425513,0.425356,
5.480000,0.394407,0.417088,0.416933,
5.500000,0.386519,0.408829,0.408677,
5.520000,0.378789,0.400735,0.400585,
5.540000,0.371213,0.392800,0.392653,
5.560000,0.363789,0.385023,0.384878,
5.580000,0.356513,0.377399,0.377257,
5.600000,0.349383,0.369927,0.369786,
5.620000,0.342395,0.362602,0.362464,
5.640000,0.335547,0.355423,0.355287,
5.660000,0.328836,0.348385,0.348252,
5.680000,0.322259,0.341487,0.341356,
5.700000,0.315814,0.334726,0.334597,
5.720000,0.309498,0.328098,0.327971,
5.740000,0.303308,0.321602,0.321477,
5.760000,0.297242,0.315234,0.315111,
5.780000,0.291297,0.308992,0.308872,
5.800000,0.285471,0.302874,0.302756,
5.820000,0.279762,0.296877,0.296761,
5.840000,0.274166,0.290999,0.290884,
5.860000,0.268683,0.285238,0.285124,
5.880000,0.263309,0.279590,0.279479,
5.900000,0.258043,0.274054,0.273945,
5.920000,0.252882,0.268628,0.268520,
5.940000,0.247825,0.263309,0.263203,
5.960000,0.242868,0.258095,0.257991,
5.980000,0.238011,0.252985,0.252883,
