t,euler,rk2,rk4,
1.180000,30.545903,30.728484,30.727875,
1.190000,30.240444,30.422735,30.422127,
1.200000,29.938040,30.120029,30.119422,
1.210000,29.638660,29.820335,29.819729,
1.220000,29.342273,29.523622,29.523018,
1.230000,29.048850,29.229862,29.229259,
1.240000,28.758362,28.939025,28.938423,
1.250000,28.470778,28.651082,28.650480,
1.260000,28.186070,28.366004,28.365403,
1.270000,27.904210,28.083762,28.083163,
1.280000,27.625168,27.804328,27.803731,
1.290000,27.348916,27.527675,27.527079,
1.300000,27.075427,27.253775,27.253180,
1.310000,26.804672,26.982600,26.982006,
1.320000,26.536626,26.714123,26.713531,
1.330000,26.271260,26.448318,26.447727,
1.340000,26.008547,26.185157,26.184568,
1.350000,25.748461,25.924615,25.924027,
1.360000,25.490977,25.666665,25.666078,
1.370000,25.236067,25.411281,25.410697,
1.380000,24.983706,25.158439,25.157856,
1.390000,24.733869,24.908113,24.907531,
1.400000,24.486531,24.660277,24.659697,
1.410000,24.241665,24.414907,24.414329,
1.420000,23.999249,24.171979,24.171402,
1.430000,23.759256,23.931468,23.930893,
1.440000,23.521664,23.693350,23.692777,
1.450000,23.286447,23.457601,23.457030,
1.460000,23.053583,23.224198,23.223628,
1.470000,22.823047,22.993117,22.992549,
1.480000,22.594816,22.764335,22.763770,
1.490000,22.368868,22.537830,22.537266,
1.500000,22.145179,22.313579,22.313017,
1.510000,21.923728,22.091559,22.090999,
1.520000,21.704490,21.871748,21.871189,
1.530000,21.487446,21.654124,21.653567,
1.540000,21.272571,21.438665,21.438111,
1.550000,21.059845,21.225351,21.224798,
1.560000,20.849247,21.014158,21.013608,
1.570000,20.640754,20.805067,20.804519,
1.580000,20.434347,20.598057,20.597511,
1.590000,20.230003,20.393106,20.392562,
1.600000,20.027703,20.190195,20.189653,
1.610000,19.827426,19.989303,19.988762,
1.620000,19.629152,19.790409,19.789871,
1.630000,19.432861,19.593494,19.592958,
1.640000,19.238532,19.398539,19.398005,
1.650000,19.046147,19.205524,19.204992,
1.660000,18.855685,19.014429,19.013899,
1.670000,18.667128,18.825235,18.824707,
1.680000,18.480457,18.637924,18.637398,
1.690000,18.295653,18.452477,18.451953,
1.700000,18.112696,18.268875,18.268353,
1.710000,17.931569,18.087099,18.086580,
1.720000,17.752253,17.907133,17.906615,
1.730000,17.574731,17.728957,17.728442,
1.740000,17.398984,17.552554,17.552041,
1.750000,17.224994,17.377906,17.377395,
1.760000,17.052744,17.204996,17.204487,
1.770000,16.882216,17.033806,17.033300,
1.780000,16.713394,16.864319,16.863815,
1.790000,16.546260,16.696519,16.696018,
1.800000,16.380798,16.530389,16.529889,
1.810000,16.216990,16.365912,16.365414,
1.820000,16.054820,16.203071,16.202576,
1.830000,15.894272,16.041850,16.041357,
1.840000,15.735329,15.882234,15.881743,
1.850000,15.577976,15.724206,15.723717,
1.860000,15.422196,15.567750,15.567264,
1.870000,15.267974,15.412851,15.412367,
1.880000,15.115294,15.259493,15.259011,
1.890000,14.964141,15.107661,15.107182,
1.900000,14.814500,14.957340,14.956863,
1.910000,14.666355,14.808514,14.808039,
1.920000,14.519691,14.661170,14.660697,
1.930000,14.374494,14.515291,14.514820,
1.940000,14.230749,14.370864,14.370396,
1.950000,14.088442,14.227874,14.227408,
1.960000,13.947557,14.086306,14.085843,
1.970000,13.808082,13.946148,13.945686,
1.980000,13.670001,13.807383,13.806924,
1.990000,13.533301,13.670000,13.669543,
2.000000,13.397968,13.533983,13.533529,
2.010000,13.263988,13.399320,13.398868,
2.020000,13.131349,13.265997,13.265547,
2.030000,13.000035,13.134000,13.133553,
2.040000,12.870035,13.003317,13.002872,
2.050000,12.741334,12.873934,12.873491,
2.060000,12.613921,12.745838,12.745398,
2.070000,12.487782,12.619017,12.618579,
2.080000,12.362904,12.493458,12.493022,
2.090000,12.239275,12.369148,12.368714,
2.100000,12.116882,12.246075,12.245643,
2.110000,11.995713,12.124227,12.123797,
2.120000,11.875756,12.003591,12.003163,
2.130000,11.756999,11.884155,11.883730,
2.140000,11.639429,11.765908,11.765485,
2.150000,11.523034,11.648837,11.648416,
2.160000,11.407804,11.532931,11.532513,
2.170000,11.293726,11.418178,11.417762,
2.180000,11.180789,11.304567,11.304154,
2.190000,11.068981,11.192087,11.191675,
2.200000,10.958291,11.080726,11.080316,
2.210000,10.848708,10.970473,10.970065,
2.220000,10.740221,10.861316,10.860911,
2.230000,10.632819,10.753246,10.752844,
2.240000,10.526491,10.646251,10.645851,
2.250000,10.421226,10.540321,10.539923,
2.260000,10.317014,10.435445,10.435049,
2.270000,10.213843,10.331612,10.331219,
2.280000,10.111705,10.228813,10.228421,
2.290000,10.010588,10.127036,10.126647,
2.300000,9.910482,10.026272,10.025885,
2.310000,9.811377,9.926511,9.926126,
2.320000,9.713263,9.827742,9.827359,
2.330000,9.616131,9.729956,9.729575,
2.340000,9.519970,9.633143,9.632764,
2.350000,9.424770,9.537293,9.536917,
2.360000,9.330522,9.442397,9.442023,
2.370000,9.237217,9.348445,9.348073,
2.380000,9.144845,9.255428,9.255058,
2.390000,9.053396,9.163337,9.162969,
2.400000,8.962862,9.072161,9.071796,
2.410000,8.873234,8.981893,8.981530,
2.420000,8.784501,8.892524,8.892162,
2.430000,8.696656,8.804043,8.803684,
2.440000,8.609690,8.716443,8.716086,
2.450000,8.523593,8.629714,8.629359,
2.460000,8.438357,8.543848,8.543496,
2.470000,8.353973,8.458837,8.458486,
2.480000,8.270434,8.374672,8.374323,
2.490000,8.187729,8.291344,8.290997,
2.500000,8.105852,8.208845,8.208500,
2.510000,8.024794,8.127167,8.126824,
2.520000,7.944546,8.046302,8.045961,
2.530000,7.865100,7.966241,7.965902,
2.540000,7.786449,7.886977,7.886640,
2.550000,7.708585,7.808501,7.808167,
2.560000,7.631499,7.730807,7.730474,
2.570000,7.555184,7.653885,7.653555,
2.580000,7.479632,7.577729,7.577401,
2.590000,7.404836,7.502331,7.502004,
2.600000,7.330787,7.427683,7.427358,
2.610000,7.257479,7.353777,7.353455,
2.620000,7.184905,7.280607,7.280287,
2.630000,7.113056,7.208165,7.207847,
2.640000,7.041925,7.136444,7.136127,
2.650000,6.971506,7.065436,7.065122,
2.660000,6.901791,6.995135,6.994823,
2.670000,6.832773,6.925533,6.925223,
2.680000,6.764445,6.856624,6.856316,
2.690000,6.696801,6.788401,6.788094,
2.700000,6.629833,6.720856,6.720552,
2.710000,6.563534,6.653984,6.653681,
2.720000,6.497899,6.587777,6.587476,
2.730000,6.432920,6.522228,6.521929,
2.740000,6.368591,6.457332,6.457035,
2.750000,6.304905,6.393082,6.392787,
2.760000,6.241856,6.329471,6.329177,
2.770000,6.179437,6.266492,6.266201,
2.780000,6.117643,6.204141,6.203851,
2.790000,6.056467,6.142410,6.142122,
2.800000,5.995902,6.081293,6.081007,
2.810000,5.935943,6.020784,6.020500,
2.820000,5.876583,5.960877,5.960595,
2.830000,5.817818,5.901566,5.901286,
2.840000,5.759639,5.842846,5.842567,
2.850000,5.702043,5.784709,5.784432,
2.860000,5.645023,5.727151,5.726876,
2.870000,5.588572,5.670166,5.669893,
2.880000,5.532687,5.613748,5.613477,
2.890000,5.477360,5.557891,5.557622,
2.900000,5.422586,5.502590,5.502322,
2.910000,5.368360,5.447840,5.447573,
2.920000,5.314677,5.393634,5.393369,
2.930000,5.261530,5.339967,5.339704,
2.940000,5.208915,5.286834,5.286573,
2.950000,5.156825,5.234230,5.233971,
2.960000,5.105257,5.182150,5.181892,
2.970000,5.054205,5.130587,5.130331,
2.980000,5.003663,5.079538,5.079284,
2.990000,4.953626,5.028997,5.028744,
3.000000,4.904090,4.978958,4.978707,
3.010000,4.855049,4.929417,4.929168,
3.020000,4.806498,4.880370,4.880122,
3.030000,4.758433,4.831810,4.831564,
3.040000,4.710849,4.783733,4.783489,
3.050000,4.663741,4.736135,4.735893,
3.060000,4.617103,4.689011,4.688770,
3.070000,4.570932,4.642355,4.642116,
3.080000,4.525223,4.596164,4.595926,
3.090000,4.479971,4.550432,4.550196,
3.100000,4.435171,4.505155,4.504921,
3.110000,4.390819,4.460329,4.460096,
3.120000,4.346911,4.415949,4.415717,
3.130000,4.303442,4.372010,4.371780,
3.140000,4.260407,4.328508,4.328280,
3.150000,4.217803,4.285440,4.285213,
3.160000,4.175625,4.242800,4.242574,
3.170000,4.133869,4.200584,4.200360,
3.180000,4.092530,4.158788,4.158566,
3.190000,4.051605,4.117408,4.117187,
3.200000,4.011089,4.076440,4.076221,
3.210000,3.970978,4.035879,4.035662,
3.220000,3.931268,3.995722,3.995506,
3.230000,3.891956,3.955965,3.955750,
3.240000,3.853036,3.916603,3.916390,
3.250000,3.814506,3.877633,3.877421,
3.260000,3.776361,3.839050,3.838840,
3.270000,3.738597,3.800852,3.800643,
3.280000,3.701211,3.763033,3.762826,
3.290000,3.664199,3.725591,3.725385,
3.300000,3.627557,3.688521,3.688317,
3.310000,3.591281,3.651821,3.651618,
3.320000,3.555369,3.615485,3.615283,
3.330000,3.519815,3.579511,3.579311,
3.340000,3.484617,3.543895,3.543696,
3.350000,3.449771,3.508633,3.508436,
3.360000,3.415273,3.473722,3.473526,
3.370000,3.381120,3.439159,3.438964,
3.380000,3.347309,3.404939,3.404746,
3.390000,3.313836,3.371060,3.370868,
3.400000,3.280698,3.337518,3.337327,
3.410000,3.247891,3.304309,3.304120,
3.420000,3.215412,3.271432,3.271244,
3.430000,3.183258,3.238881,3.238694,
3.440000,3.151425,3.206654,3.206469,
3.450000,3.119911,3.174748,3.174564,
3.460000,3.088712,3.143159,3.142976,
3.470000,3.057825,3.111885,3.111703,
3.480000,3.027246,3.080921,3.080741,
3.490000,2.996974,3.050266,3.050087,
3.500000,2.967004,3.019916,3.019739,
3.510000,2.937334,2.989868,2.989692,
3.520000,2.907961,2.960119,2.959944,
3.530000,2.878881,2.930666,2.930492,
3.540000,2.850092,2.901505,2.901333,
3.550000,2.821591,2.872635,2.872464,
3.560000,2.793375,2.844053,2.843883,
3.570000,2.765442,2.815754,2.815586,
3.580000,2.737787,2.787738,2.787570,
3.590000,2.710409,2.760000,2.759833,
3.600000,2.683305,2.732538,2.732372,
3.610000,2.656472,2.705349,2.705185,
3.620000,2.629908,2.678431,2.678268,
3.630000,2.603608,2.651780,2.651619,
3.640000,2.577572,2.625395,2.625235,
3.650000,2.551797,2.599272,2.599113,
3.660000,2.526279,2.573410,2.573251,
3.670000,2.501016,2.547804,2.547647,
3.680000,2.476006,2.522454,2.522298,
3.690000,2.451246,2.497355,2.497200,
3.700000,2.426733,2.472506,2.472353,
3.710000,2.402466,2.447905,2.447753,
3.720000,2.378441,2.423548,2.423397,
3.730000,2.354657,2.399434,2.399284,
3.740000,2.331110,2.375560,2.375411,
3.750000,2.307799,2.351923,2.351775,
3.760000,2.284721,2.328521,2.328374,
3.770000,2.261874,2.305352,2.305207,
3.780000,2.239255,2.282414,2.282269,
3.790000,2.216863,2.259704,2.259560,
3.800000,2.194694,2.237220,2.237077,
3.810000,2.172747,2.214960,2.214818,
3.820000,2.151020,2.192921,2.192780,
3.830000,2.129509,2.171101,2.170962,
3.840000,2.108214,2.149499,2.149360,
3.850000,2.087132,2.128111,2.127974,
3.860000,2.066261,2.106937,2.106800,
3.870000,2.045598,2.085973,2.085837,
3.880000,2.025142,2.065217,2.065083,
3.890000,2.004891,2.044668,2.044535,
3.900000,1.984842,2.024324,2.024191,
3.910000,1.964994,2.004182,2.004050,
3.920000,1.945344,1.984240,1.984110,
3.930000,1.925890,1.964497,1.964367,
3.940000,1.906631,1.944950,1.944822,
3.950000,1.887565,1.925598,1.925470,
3.960000,1.868689,1.906438,1.906312,
3.970000,1.850002,1.887469,1.887343,
3.980000,1.831502,1.868689,1.868564,
3.990000,1.813187,1.850096,1.849972,
4.000000,1.795055,1.831687,1.831564,
4.010000,1.777105,1.813462,1.813340,
4.020000,1.759334,1.795418,1.795297,
4.030000,1.741741,1.777553,1.777433,
4.040000,1.724323,1.759867,1.759747,
4.050000,1.707080,1.742356,1.742238,
4.060000,1.690009,1.725020,1.724902,
4.070000,1.673109,1.707856,1.707739,
4.080000,1.656378,1.690863,1.690747,
4.090000,1.639814,1.674038,1.673924,
4.100000,1.623416,1.657382,1.657268,
4.110000,1.607182,1.640891,1.640778,
4.120000,1.591110,1.624564,1.624452,
4.130000,1.575199,1.608400,1.608288,
4.140000,1.559447,1.592396,1.592285,
4.150000,1.543852,1.576552,1.576442,
4.160000,1.528414,1.560865,1.560756,
4.170000,1.513130,1.545334,1.545226,
4.180000,1.497999,1.529958,1.529851,
4.190000,1.483019,1.514735,1.514629,
4.200000,1.468188,1.499664,1.499558,
4.210000,1.453506,1.484742,1.484637,
4.220000,1.438971,1.469969,1.469865,
4.230000,1.424582,1.455343,1.455239,
4.240000,1.410336,1.440862,1.440759,
4.250000,1.396233,1.426525,1.426424,
4.260000,1.382270,1.412331,1.412230,
4.270000,1.368447,1.398279,1.398178,
4.280000,1.354763,1.384366,1.384266,
4.290000,1.341215,1.370591,1.370493,
4.300000,1.327803,1.356954,1.356856,
4.310000,1.314525,1.343452,1.343355,
4.320000,1.301380,1.330085,1.329988,
4.330000,1.288366,1.316851,1.316755,
4.340000,1.275482,1.303748,1.303653,
4.350000,1.262728,1.290776,1.290681,
4.360000,1.250100,1.277932,1.277839,
4.370000,1.237599,1.265217,1.265124,
4.380000,1.225223,1.252628,1.252536,
4.390000,1.212971,1.240164,1.240073,
4.400000,1.200841,1.227825,1.227734,
4.410000,1.188833,1.215608,1.215518,
4.420000,1.176945,1.203513,1.203423,
4.430000,1.165175,1.191538,1.191449,
4.440000,1.153523,1.179682,1.179594,
4.450000,1.141988,1.167944,1.167857,
4.460000,1.130568,1.156323,1.156236,
4.470000,1.119263,1.144818,1.144732,
4.480000,1.108070,1.133427,1.133341,
4.490000,1.096989,1.122149,1.122064,
4.500000,1.086019,1.110984,1.110900,
4.510000,1.075159,1.099929,1.099846,
4.520000,1.064408,1.088985,1.088902,
4.530000,1.053764,1.078150,1.078068,
4.540000,1.043226,1.067422,1.067341,
4.550000,1.032794,1.056801,1.056721,
4.560000,1.022466,1.046286,1.046206,
4.570000,1.012241,1.035876,1.035796,
4.580000,1.002119,1.025569,1.025490,
4.590000,0.992098,1.015364,1.015286,
4.600000,0.982177,1.005261,1.005184,
4.610000,0.972355,0.995259,0.995182,
4.620000,0.962631,0.985356,0.985280,
4.630000,0.953005,0.975552,0.975476,
4.640000,0.943475,0.965845,0.965770,
4.650000,0.934040,0.956235,0.956160,
4.660000,0.924700,0.946720,0.946646,
4.670000,0.915453,0.937301,0.937227,
4.680000,0.906298,0.927974,0.927901,
4.690000,0.897235,0.918741,0.918669,
4.700000,0.888263,0.909600,0.909528,
4.710000,0.879380,0.900549,0.900478,
4.720000,0.870586,0.891589,0.891518,
4.730000,0.861881,0.882717,0.882647,
4.740000,0.853262,0.873934,0.873865,
4.750000,0.844729,0.865239,0.865170,
4.760000,0.836282,0.856629,0.856561,
4.770000,0.827919,0.848106,0.848038,
4.780000,0.819640,0.839667,0.839600,
4.790000,0.811443,0.831313,0.831246,
4.800000,0.803329,0.823041,0.822975,
4.810000,0.795296,0.814852,0.814786,
4.820000,0.787343,0.806744,0.806679,
4.830000,0.779469,0.798717,0.798652,
4.840000,0.771675,0.790770,0.790705,
4.850000,0.763958,0.782902,0.782838,
4.860000,0.756318,0.775112,0.775048,
4.870000,0.748755,0.767399,0.767337,
4.880000,0.741268,0.759764,0.759701,
4.890000,0.733855,0.752204,0.752142,
4.900000,0.726516,0.744720,0.744658,
4.910000,0.719251,0.737310,0.737249,
4.920000,0.712059,0.729973,0.729913,
4.930000,0.704938,0.722710,0.722650,
4.940000,0.697889,0.715519,0.715460,
4.950000,0.690910,0.708400,0.708341,
4.960000,0.684001,0.701351,0.701293,
4.970000,0.677161,0.694373,0.694315,
4.980000,0.670389,0.687464,0.687406,
4.990000,0.663685,0.680624,0.680567,
5.000000,0.657048,0.673851,0.673795,
5.010000,0.650478,0.667147,0.667090,
5.020000,0.643973,0.660508,0.660453,
5.030000,0.637533,0.653936,0.653881,
5.040000,0.631158,0.647430,0.647375,
5.050000,0.624846,0.640988,0.640933,
5.060000,0.618598,0.634610,0.634556,
5.070000,0.612412,0.628296,0.628242,
5.080000,0.606288,0.622044,0.621991,
5.090000,0.600225,0.615855,0.615802,
5.100000,0.594223,0.609727,0.609675,
5.110000,0.588281,0.603660,0.603608,
5.120000,0.582398,0.597654,0.597602,
5.130000,0.576574,0.591707,0.591656,
5.140000,0.570808,0.585820,0.585769,
5.150000,0.565100,0.579991,0.579941,
5.160000,0.559449,0.574220,0.574170,
5.170000,0.553854,0.568506,0.568457,
5.180000,0.548316,0.562850,0.562801,
5.190000,0.542833,0.557249,0.557201,
5.200000,0.537404,0.551705,0.551657,
5.210000,0.532030,0.546215,0.546167,
5.220000,0.526710,0.540780,0.540733,
5.230000,0.521443,0.535400,0.535353,
5.240000,0.516229,0.530072,0.530026,
5.250000,0.511066,0.524798,0.524752,
5.260000,0.505956,0.519576,0.519531,
5.270000,0.500896,0.514407,0.514361,
5.280000,0.495887,0.509288,0.509243,
5.290000,0.490928,0.504221,0.504176,
5.300000,0.486019,0.499204,0.499159,
5.310000,0.481159,0.494237,0.494193,
5.320000,0.476347,0.489319,0.489275,
5.330000,0.471584,0.484450,0.484407,
5.340000,0.466868,0.479630,0.479587,
5.350000,0.462199,0.474858,0.474815,
5.360000,0.457577,0.470133,0.470091,
5.370000,0.453001,0.465455,0.465413,
5.380000,0.448471,0.460824,0.460782,
5.390000,0.443987,0.456239,0.456197,
5.400000,0.439547,0.451699,0.451658,
5.410000,0.435151,0.447205,0.447164,
5.420000,0.430800,0.442755,0.442715,
5.430000,0.426492,0.438350,0.438310,
5.440000,0.422227,0.433988,0.433948,
5.450000,0.418005,0.429670,0.429631,
5.460000,0.413825,0.425395,0.425356,
5.470000,0.409686,0.421162,0.421123,
5.480000,0.405589,0.416971,0.416933,
5.490000,0.401534,0.412823,0.412784,
5.500000,0.397518,0.408715,0.408677,
5.510000,0.393543,0.404648,0.404611,
5.520000,0.389608,0.400622,0.400585,
5.530000,0.385712,0.396636,0.396599,
5.540000,0.381854,0.392689,0.392653,
5.550000,0.378036,0.388782,0.388746,
5.560000,0.374256,0.384914,0.384878,
5.570000,0.370513,0.381084,0.381048,
5.580000,0.366808,0.377292,0.377257,
5.590000,0.363140,0.373538,0.373503,
5.600000,0.359508,0.369821,0.369786,
5.610000,0.355913,0.366141,0.366107,
5.620000,0.352354,0.362498,0.362464,
5.630000,0.348831,0.358892,0.358858,
5.640000,0.345342,0.355321,0.355287,
5.650000,0.341889,0.351785,0.351752,
5.660000,0.338470,0.348285,0.348252,
5.670000,0.335085,0.344819,0.344787,
5.680000,0.331734,0.341388,0.341356,
5.690000,0.328417,0.337992,0.337959,
5.700000,0.325133,0.334629,0.334597,
5.710000,0.321882,0.331299,0.331267,
5.720000,0.318663,0.328003,0.327971,
5.730000,0.315476,0.324739,0.324708,
5.740000,0.312321,0.321508,0.321477,
5.750000,0.309198,0.318309,0.318278,
5.760000,0.306106,0.315142,0.315111,
5.770000,0.303045,0.312006,0.311976,
5.780000,0.300015,0.308902,0.308872,
5.790000,0.297015,0.305828,0.305798,
5.800000,0.294044,0.302785,0.302756,
5.810000,0.291104,0.299772,0.299743,
5.820000,0.288193,0.296790,0.296761,
5.830000,0.285311,0.293837,0.293808,
5.840000,0.282458,0.290913,0.290884,
5.850000,0.279633,0.288018,0.287990,
5.860000,0.276837,0.285152,0.285124,
5.870000,0.274069,0.282315,0.282287,
5.880000,0.271328,0.279506,0.279479,
5.890000,0.268615,0.276725,0.276698,
5.900000,0.265928,0.273972,0.273945,
5.910000,0.263269,0.271246,0.271219,
5.920000,0.260637,0.268547,0.268520,
5.930000,0.258030,0.265875,0.265848,
5.940000,0.255450,0.263229,0.263203,
5.950000,0.252895,0.260610,0.260584,
5.960000,0.250366,0.258017,0.257991,
5.970000,0.247863,0.255450,0.255424,
5.980000,0.245384,0.252908,0.252883,
5.990000,0.242930,0.250392,0.250366,
